time,length,type
3.599286710637415,31.72016354755702,1
13.206035218013122,23.033768128011243,1
10.236399855784168,18.707047664011654,1
22.44449649315379,19.413265452070547,1
18.378780161803157,29.147229554383614,1
10.743111517946785,18.962176273153425,1
7.523541353902875,17.006799068567304,1
3.1400716469814975,11.4499586150951,1
12.800648185133735,9.823712833302134,1
1.0636894823501057,11.714641768171816,1
13.263000026436243,18.888374708364303,1
23.88953556134439,20.944310277813184,1
21.08204092212658,37.37213000852005,1
4.765028661676943,19.34333228376343,1
18.704119739606746,14.764064443883123,1
11.143422053755117,37.43929073439202,1
3.1409721512568582,15.457372812699116,1
21.45399207002687,6.6246551610807565,1
6.289870158566643,14.968649215841882,1
1.8528343168518893,17.633326840021347,1
5.363815951541863,18.648914585570317,1
20.30617508355529,17.858149278645612,1
22.809052352383517,40.00423129753938,1
9.866565276554294,15.52064798939786,1
11.803381689680403,14.789275676910474,1
1.0606207431132582,17.773561444737286,1
9.068393792320304,17.880980093622185,1
7.5146940337547905,29.028378060269553,1
14.185724812787944,13.885397978793913,1
18.77198957307663,11.863119668791114,1
18.00556337667451,18.587182957758078,1
10.482223630246843,36.32261987970843,1
5.476329426201578,24.587737149954478,1
20.214878732326746,13.310527596375415,1
5.18410772422895,11.597173675629499,1
15.944480708436362,1.824980361190864,1
2.497907757872487,12.307109597283432,1
17.54347234406645,21.864299007990912,1
8.06945540416029,25.465871430772054,1
23.326463034946507,27.284725294699374,1
13.67784567984906,30.460699640643934,1
11.122286778546101,28.151195445543177,1
13.650767043985706,7.361070671182905,1
16.57449066503675,21.64840637882725,1
20.98653406845326,30.014076389514713,1
8.29604890466975,36.07890176436301,1
18.525066767188434,13.137605010791441,1
6.382337374472983,27.09392883086953,1
2.6398323133117954,6.170586929399301,1
22.487201473367286,34.075286664477154,1
18.160171993588605,22.242669936978086,1
21.410956278579008,28.999882605739842,1
17.581884964090026,22.34266753479238,1
13.435983435170739,17.009766192374848,1
10.461031383688319,14.044325109820873,1
15.36475129028848,19.44154871251707,1
17.779530761188823,29.679972270113794,1
10.937317288980555,17.24450880349553,1
14.08111017846208,24.576129848720207,1
3.430180943648023,11.32957149204516,1
9.501686443034728,4.720289261159074,1
18.05192848045313,22.852273004344497,1
20.282423566700704,10.50941336885386,1
16.452133850876557,16.628952239026454,1
15.274193749455623,30.43278538639077,1
4.565912343501453,13.032723431222449,1
1.7731088681082676,33.753992530104966,1
8.593915450521827,19.677526100663467,1
8.302990480053863,21.725703663960637,1
10.46836141287199,22.138872388711572,1
23.581807973948905,24.106027146854625,1
23.06454349004644,21.366676970609046,1
2.7793718159627003,20.44012253604053,1
2.1858484765767345,39.828766560383556,1
14.285998082031673,35.622180489461535,1
17.116181505468326,23.95368007375614,1
8.95617296413503,24.562496114435493,1
15.8820002765448,18.16551535636808,1
9.326106101998281,28.33718066123984,1
2.3653997284083355,9.48963719444152,1
2.7113926706391096,-4.139603440262789,1
3.2864502658702452,22.180699674128398,1
3.389782826338223,32.71094160067441,1
9.998965680216877,41.468176629840755,1
9.0117066794913,22.2776200644769,1
18.346467065063237,29.985914630576303,1
19.26942414264846,38.334566360711094,1
23.361356146891204,11.041531458592337,1
10.756242638978001,22.610630834180185,1
23.95547607765826,10.053570101469655,1
13.904278584973238,36.19802179543204,1
11.660201152216,27.5048970098569,1
18.14534173796144,7.464540740192579,1
10.324933472104373,23.292104933159244,1
14.659502537314015,24.206515298032723,1
15.022313528978714,32.330012706960034,1
22.98629560706423,7.894914374819649,1
19.438521243889166,43.161027475934695,1
21.451173263887746,30.17026160234209,1
3.4569143821662642,11.395797654781731,1
16.269259099488785,20.993457042327073,1
7.257877920056315,31.780740900111812,1
19.073427788870845,34.533954856057676,1
3.8892105082383788,24.186511637454803,1
8.763887933918681,32.358392939170585,1
20.925359076395985,33.10210430492296,1
22.72150105127658,27.70162396958861,1
22.668179555563746,28.253538934167807,1
1.7668293216597428,15.697560866227091,1
0.5833590054648612,11.695748718052643,1
14.183409619108806,26.04173976947193,1
