user_id,reference_date,ccf
15290ec6-09c3-4e11-b28f-40e0ca4886f7,2026-02-28,0.24569102
1587a2dc-c0b0-4120-8002-0c1cde9211fa,2026-02-28,0.2777081
15ad0b22-759c-41e2-8036-01012299aee4,2026-02-28,0.4780203
16e500cb-26e5-409b-b7eb-a963e1235bc7,2026-02-28,0.099179484
17061379-646d-4e63-a919-62dfc64d8930,2026-02-28,0.70002806
175a0668-a840-4cd8-afe2-a26757085527,2026-02-28,0.8089702
17863ec9-253a-455e-860b-439c1713e5ec,2026-02-28,0.39650893
17c42b0f-0aaa-4028-894d-d9f6dc1ba046,2026-02-28,0.23714978
17d9d2f1-f60f-406b-b29f-3bf2fa436a47,2026-02-28,0.46122286
1813e9e1-b59e-49b5-8289-6a2acefd34ad,2026-02-28,0.3673263
1816fd79-d831-44bc-8584-86a6cc7f8b8c,2026-02-28,0.4233786
181995cb-ca0a-473c-89cb-7841676a94b7,2026-02-28,0.5791354
19dfbd4d-d60a-4f9c-be29-b0dfeb051723,2026-02-28,0.34842634
19f04f98-c5b3-46c9-a3cf-53fc2c11b3f4,2026-02-28,0.6233023
19f89503-e6eb-4b72-8f99-58fc6bfec1cb,2026-02-28,0.28135875
1a3f791a-44ac-4deb-836e-26cd985864ea,2026-02-28,0.29323578
1a49ea05-f4ac-464b-9c5d-1d8c4eba2088,2026-02-28,0.41593394
1a544240-13d0-45e0-90fc-0a2f387b2d82,2026-02-28,0.46215352
1a89e89c-64cb-46b9-955e-ed3890be48d4,2026-02-28,0.5353459
1ac7bcf6-542c-4dfd-9cca-b63255b8a166,2026-02-28,0.17008878
1b0dd589-6b3f-49df-b5ea-7f7168843899,2026-02-28,0.28739402
1b632429-1ebe-4fa3-af5f-82a59db04240,2026-02-28,0.35286823
1b6478d5-784d-4831-b9c7-63190ec1e1a7,2026-02-28,0.13198903
1be2e2c9-fa1e-463e-844b-7eeecc510c00,2026-02-28,0.20547569
1c1cec36-5758-4006-bcc2-76aee4231a27,2026-02-28,0.37553155
1c56a624-80fe-48a5-92e0-052ffe603a78,2026-02-28,0.35014024
1c6728aa-0244-442e-92e7-a3a5397dbced,2026-02-28,0.31502166
1c873c70-4e60-4f6c-b32f-80b8fa03496f,2026-02-28,0.41150492
1c8ccce8-1c4c-40b1-b547-2d012833bb00,2026-02-28,0.27544805
1c9b0a9b-8251-4c4f-bb16-98e383f1b17c,2026-02-28,0.5233286
1cfe2881-682c-4d74-a587-7d2e3f175f69,2026-02-28,0.20162892
1d099caa-4852-4ca7-9580-e8fc10039ebd,2026-02-28,0.33306453
1d5a1b52-fcc7-489f-8d5c-2530bf1af645,2026-02-28,0.09761474
1d749af2-a78b-4bfb-9720-532ef705858e,2026-02-28,0.11946182
1ddf293e-f9cc-4d38-93a0-8d342c0923b7,2026-02-28,0.33759174
1dea6abc-7579-4370-8a0d-d6d73afab666,2026-02-28,0.4268933
1df42ba9-bd4f-4ba4-b014-483dc2342ffa,2026-02-28,0.5356639
1e04d83e-8e3f-4365-b873-6519d3d485da,2026-02-28,0.43955046
1e29a69a-b89f-4a1d-a427-5e5834d64ec8,2026-02-28,0.22519761
1e32ba78-be01-4128-94d6-4dc036406d82,2026-02-28,0.1672418
1e4236d3-d6f0-443a-b822-bd384f950770,2026-02-28,0.4752946
1e6c1f42-77fe-40f7-beb9-ab0f39787060,2026-02-28,0.146673
1eb1200b-42a8-485b-9565-a0f25840cb77,2026-02-28,0.40359032
1ecadb0a-e377-4eb5-9291-cfe8f573c05d,2026-02-28,0.37750933
1ed6bd2e-a85c-4e89-93d5-75feaab266bc,2026-02-28,0.092144206
1f14aaca-69bf-4c35-aad1-1a7e88c02625,2026-02-28,0.114738874
1f37a511-8aff-46a6-aeb3-4144475d83a4,2026-02-28,0.41262147
1f624120-9038-427f-9ba7-3c77b5ecd83d,2026-02-28,0.81699884
1f6e9594-d8ab-426d-a11b-dd4fdb53344a,2026-02-28,0.23463501
1f868bc5-8a7f-466c-b9e7-0e34273db4d9,2026-02-28,0.10246087
1f9361cc-6b6c-4353-b263-f6f695b6b785,2026-02-28,0.16689055
1fa21ab6-4ef1-434b-9eab-9850aca1c8aa,2026-02-28,0.30724138
1fb932c7-dfab-4cf1-a68d-4c0f42f60207,2026-02-28,0.4244593
203ac5d5-2f77-47a2-addd-6a99f3bd1cf8,2026-02-28,0.4007761
204977fc-020d-40e8-a543-262e093ba094,2026-02-28,0.34249166
20688207-68bb-484f-89cb-2d4a3e1c2712,2026-02-28,0.22656266
21214ac5-70c3-4157-87e5-9e8b5b137a05,2026-02-28,0.20184764
2136629e-0321-4658-aa67-3baaaeec8152,2026-02-28,0.26669094
2153349c-3f89-4d09-b3a7-1667b8ac7f17,2026-02-28,0.13273877
2210ab52-42ad-4876-9a73-c6fd1f9fb2e2,2026-02-28,0.45883352
2216688e-91c5-4d51-bb04-277cb0ff6584,2026-02-28,0.27721336
22647ca5-32c3-457a-9b73-91b5a3310ae5,2026-02-28,0.3325148
22c64a42-1f86-42b5-95bf-5c1212db5f2e,2026-02-28,0.22935538
22e25814-696b-4601-af24-fe0bb3342632,2026-02-28,0.2116713
2317064a-2ed3-4561-b09b-9cf3b89d39ff,2026-02-28,0.36726314
2369281e-fe80-4b50-9c6d-a1158718b2af,2026-02-28,0.2434696
236d80b1-b594-458b-9a78-8deda31dabb6,2026-02-28,0.24535364
238e96ed-8800-4282-968f-19f038b684e1,2026-02-28,0.34261808
238f9d2a-9b5f-4750-bf46-7dbd821c5f7e,2026-02-28,0.5084087
2417e218-16bc-418c-949c-e74b5f462bcf,2026-02-28,0.39742103
24245f70-ec23-425f-b521-91ec9a59c8eb,2026-02-28,0.32732812
242e27d2-9edc-461e-845c-0a4ba341f350,2026-02-28,0.39148033
2458047c-2c82-4d91-b64e-f4c887316627,2026-02-28,0.4350445
24580ff5-ce4d-4a29-aa31-fe7af7739948,2026-02-28,0.39018783
24af1740-8bdf-4c94-a81e-9769e27ff943,2026-02-28,0.25249192
24b1fdde-8056-421e-8f61-13564c633bab,2026-02-28,0.06356292
25094947-dee5-4cca-8490-d474edc39d8f,2026-02-28,0.51034796
253f03fa-53be-4513-a6f8-d674d09184a4,2026-02-28,0.46481892
257445bf-446c-4e48-97b9-e3c778565840,2026-02-28,0.59544426
25776813-6845-4613-b2f3-fef4836b7f70,2026-02-28,0.06238115
257fe684-c0c8-4925-9c6a-7efd8ac0d333,2026-02-28,0.50336784
260dab15-5ed9-425d-8721-b0773262adeb,2026-02-28,0.4106346
2617f52a-cc8f-466f-9228-f7e633292317,2026-02-28,0.28341895
264f900e-9b0f-411e-9521-950ced06abf7,2026-02-28,0.1630829
2686062a-945e-4e83-a8b7-cbca52d75575,2026-02-28,0.36946532
26d84d18-83f1-4318-8a72-eea15384e12f,2026-02-28,0.35062793
26da21e6-22cd-4f86-8b4e-8209a290c1f7,2026-02-28,0.52563566
26f70810-408f-4e54-a77b-8b6576fdb058,2026-02-28,0.054377776
275efc0c-9f10-4d60-8200-33160a351581,2026-02-28,0.32500812
276c3c05-f3b0-4b6f-a323-58fdc343b21f,2026-02-28,0.2794842
2837287b-1855-4002-a845-106ae94d7241,2026-02-28,0.09970452
2859dd97-334a-4887-9531-71ffc1cc0055,2026-02-28,0.07468745
285b8652-47e4-45cf-81fd-d4d356555c28,2026-02-28,0.34122187
28643450-bc16-44b2-8161-6a899c534958,2026-02-28,0.578843
2865eda1-f051-41b4-9784-2de524d2c1a3,2026-02-28,0.18164489
286ed05c-9bdd-481d-ae3d-1219f37d728d,2026-02-28,0.103284895
29055405-b91d-487b-932c-5c7df259df1c,2026-02-28,0.5503757
292041c2-028e-4930-8afb-e34b53b4f017,2026-02-28,0.3087002
2925d441-d03c-4908-a786-e244e84e3644,2026-02-28,0.34373966
294a5687-90c0-4414-a206-531391270ad5,2026-02-28,0.313705
2985588f-42ad-4eb9-8df6-3474b1ce5467,2026-02-28,0.41802678
298634ec-7305-4fe7-bd3e-83a89acac24d,2026-02-28,0.7118943
29ec8af1-a024-40ab-bdeb-9d3bcf8c5e90,2026-02-28,0.5715622
2a5f785f-e6ad-48d3-a178-3e5e35d89471,2026-02-28,0.17838873
2aa96d71-3adc-47ea-a202-5798c5c463fc,2026-02-28,0.5136379
2b1473fc-1615-4ef8-9174-bf1f1dd3e48e,2026-02-28,0.30759934
2b2f3304-c864-4780-8a89-22091dc699ae,2026-02-28,0.55512756
2b8a33e9-eed7-429e-9340-31c6396a2918,2026-02-28,0.09311184
2b92c9d9-0894-431e-a491-7c4c68c93147,2026-02-28,0.339626
2bf4056d-a68f-40c9-8df3-d4453cbaef5e,2026-02-28,0.59486157
2c1d4074-2ee2-49ca-86d6-52041073851c,2026-02-28,0.18718572
2c402034-3a62-4177-829a-f80880a491b3,2026-02-28,0.16464458
2c51f8b3-e9f9-4e47-8b5e-88bb21b2e8e8,2026-02-28,0.09609702
2c8a1312-0a2e-473b-b771-6eae78701457,2026-02-28,0.26690763
2ca4ae87-85e4-4bfe-8109-4339de5d43e5,2026-02-28,0.409591
2ca88f2d-940f-43a9-8b56-dff0ad12b136,2026-02-28,0.5065187
2cabfcb4-3f20-469b-b352-15283d37bc36,2026-02-28,0.39071122
2ce506ae-c66f-42c4-a6e6-aa6c5ea7e30d,2026-02-28,0.2920362
2d173a7a-302b-4063-91f6-ac903268f957,2026-02-28,0.40255943
2d3519ac-44d2-40ed-9ebb-0defb5c31946,2026-02-28,0.5246201
2d5179b5-9c44-4da8-a8e3-bf745abeaab4,2026-02-28,0.07261664
2d7b673b-9506-4b12-acfa-4fbade0f3442,2026-02-28,0.5145069
2dcea2cc-c105-44db-9f31-9e95cb5ebe8d,2026-02-28,0.23962471
2df06fb2-0751-41b0-8d3d-2e7ccceaeaae,2026-02-28,0.15787901
2e260dd0-3056-4513-835b-c80890523a45,2026-02-28,0.1733659
2e2a4051-66fc-40f9-ba5c-74c2ffa04018,2026-02-28,0.12545681
2e631620-a5c3-48d4-ae97-179bf2ca6ac7,2026-02-28,0.46964005
2e81c15e-ccb3-4b2a-add3-9b9ed086f37d,2026-02-28,0.41767684
2eb6ad7d-2d08-4c6c-ae38-344c96587f46,2026-02-28,0.4483444
2ebe2776-c5bc-4eaa-9b86-0c37c759d976,2026-02-28,0.4152581
2ebf4752-52e8-4934-851b-bce322ad5b71,2026-02-28,0.49334702
2f0c626b-8ace-441e-81a3-383faa29ca09,2026-02-28,0.2517122
2f40f7c3-9eda-423e-9041-975a01962e9b,2026-02-28,0.25401303
2fa6fb2d-5207-4296-bcac-0999207cff15,2026-02-28,0.57396847
2fd7928c-41ee-4aa9-a3e7-fdf61fc4c180,2026-02-28,0.20895004
301ad15c-4406-45c5-9670-aef5ae75ed2c,2026-02-28,0.4318886
303c5569-1f5f-499c-8bab-ed5227742719,2026-02-28,0.08650104
3065227f-cba3-4f9d-9776-31c108f84941,2026-02-28,0.089963175
30768878-224f-4ef9-8bce-1d47c7016e21,2026-02-28,0.5158831
30915e37-19a6-464a-8c0d-8ba623ec4333,2026-02-28,0.20566772
30b42a72-609e-4e00-b169-9a04cf2e9478,2026-02-28,0.35108453
