user_id,reference_date,default_date,ob__limit_ref,ob__balance_ref,ob__avg_util_ref,ob__open_limit_ref,t__is_drawn,t__ccf,mv__is_lisbon_v1,mv__is_lisbon_v2,mv__is_lisbon_v3,mv__is_lisbon_v4,mv__is_porto_v1,mv__is_porto_v2,ef__is_covid,gender,nationality,sd__age,sd__age_since_first_kyc,sd__age_since_last_kyc,sd__membership_product,sd__max_daily_logins_6m,sd__max_daily_logins_12m,madrid__avg_monthly_salary_3m,madrid__avg_monthly_expenses_3m,madrid__avg_monthly_repayment_capacity_3m,ul__is_expat,od__history_length_days,od__is_history,ob__avg_util_3m,ob__avg_util_change_3m,ob__max_util_3m,ob__max_util_change_3m,ob__std_util_3m,ob__std_util_change_3m,ob__util_slope_3m,ob__util_range_3m,ob__num_od_entries_6m,ob__num_od_exits_6m,ob__overlimit_days_6m,ob__full_repayment_events_6m,ob__max_consecutive_od_days_since_creation_ratio,ob__od_draw_days_6m,ob__od_enabled_zero_util_days_6m,ob__technical_od_days_6m,ob__technical_od_deep_days_6m,ob__avg_util_first_2m_since_creation,ob__avg_util_change_last2m_to_first2m,ob__avg_util_first2m_1y,ob__avg_util_change_last2m_to_first2m_1y,ob__max_consecutive_overlimit_days_since_creation_ratio,ob__partial_repayment_events_6m,ob__full_repayment_change_3m_vs_prev_3m,ob__util_last2m_to_first2m_ratio,ob__util_last2m_to_first2m_1y_ratio,ob__max_to_avg_util_3m_ratio,ab__avg_bal_3m,ab__avg_bal_change_3m,ab__max_util_3m,ab__max_bal_change_3m,ab__std_util_3m,ab__std_bal_change_3m,ab__bal_changed_3m,ab__bal_change_freq_3m,ab__mean_abs_change_6m,ab__std_abs_change_6m,ab__max_one_day_drop_6m,ab__inflow_spike_count_6m,ab__days_down_6m,ab__near_zero_days_6m,dn__recent_action,dn__max_action_level,cb__most_recent_score,cb__worst_score,ep__cc_tbil_balance
e71e8a98-7408-4a0a-9ffb-aa634d49e6a9,2023-08-21,2024-08-20,6000.0,5998.78,0.9998,0.0002,1,1.0,1,0,0,0,0,0,0,MALE,AUT,40,2017.0,2017.0,PERSONAL_STANDARD,30.0,30.0,0.0,0.0,1169.0,0,2018,1,1.007732,0.015231,1.029796,0.030621,0.022957270112836,-0.0149076517054452,2.73930094161794e-09,0.188728,0,0,56,0,0.0,181,0,0,0,0.739344,0.275498,1.00601,0.008832,0.0,6,0,1.3726,1.0087,1.0218,-6046.3956043956,-91.3893978495,-5046.41,-952.37,137.744445503735,-89.4455451200398,1,4,56.8750828729,348.784107346298,-3384.51,3,6,0,1.0,90.0,D,D,0.0
e928e2e6-531b-4e23-928e-613c8d622dfd,2024-07-30,2025-07-30,250.0,0.0,0.0,1.0,1,0.1404,0,0,0,0,1,0,0,FEMALE,POL,45,150.0,150.0,PERSONAL_STANDARD,7.0,7.0,0.0,0.0,10.0,1,136,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,9,2,0.0,19,117,0,0,0.234047,-0.234047,,,0.0,0,-2,0.0,,,2.1121978021,-0.61,2.32,-0.61,0.290699547825978,4.68933054151363e-16,1,1,17.201,90.570266983207,-590.49,3,6,124,10.0,10.0,C,C,0.0
eaaee9d7-3aea-4a4c-aaa3-65c2c1b4191f,2022-12-07,2023-12-07,500.0,0.0,0.0,1.0,1,1.0,1,0,0,0,0,0,0,MALE,DEU,27,2224.0,2224.0,PERSONAL_SMART,7.0,7.0,0.0,607.0,1881.33333333333,0,2225,1,0.163381,-0.479873,0.729,-0.71372,0.299838959090906,-0.341118768685178,-7.61088748662143e-08,0.729,3,4,0,4,0.0,46,135,0,0,0.0,0.006275,0.433903,-0.427628,0.0,1,2,,0.0144,4.4619,232.568021978,1059.5846236558,3492.36,3412.86,904.980947085161,1130.88080763616,1,20,57.0205524861,356.24118479343,-3063.0,5,19,46,,,E,E,0.0
ed03a294-1ebb-473b-97e8-5a0abab56b8d,2018-11-27,2019-03-19,250.0,0.0,0.0,1.0,0,0.0,1,0,0,0,0,0,0,MALE,DEU,29,505.0,505.0,BUSINESS_STANDARD,12.0,19.0,10311.25,25706.3633333333,24658.1866666667,0,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,0,0,0.0,0.0,,,,0,0,,,,1139.8836263736,656.0216236559,4717.45,2087.02,1105.99923844008,799.739857215597,1,69,529.7332044198,912.332389925043,-3813.61,40,84,1,,,G,M,0.0
f0560a88-6dbd-4c5c-965d-9c6dc11ab2a0,2022-02-08,2022-02-15,500.0,0.0,0.0,1.0,1,0.26204,1,0,0,0,0,0,0,MALE,USA,25,111.0,111.0,PERSONAL_STANDARD,2.0,2.0,0.0,43.0466666666667,88.1633333333334,1,1,1,0.0,,0.0,,,,0.0,0.0,0,0,0,0,,0,1,0,0,0.0,0.0,,,,0,0,,,,62.708021978,75.5367204301,172.3,121.21,53.5875149061956,54.3652099709654,1,24,6.9389189189,19.7359406506529,-61.58,0,21,42,,,M,M,0.0
f2b99d26-59fc-49dc-8db2-33421089460a,2018-05-05,2019-05-05,500.0,403.17,0.80634,0.19366,1,0.23526,1,0,0,0,0,0,0,MALE,AUT,36,197.0,197.0,BUSINESS_STANDARD,7.0,7.0,,,,0,196,1,0.723647,-0.179915,0.99974,0.00248,0.357210589644865,0.217774933310288,-2.28181546995648e-08,0.99974,3,2,0,2,0.0,107,74,0,0,0.0,0.62539,,,,5,2,,,1.3815,-207.1775824175,104.7983010753,1791.88,615.67,609.02750284247,151.875328663166,1,30,39.5824861878,209.404419694699,-1500.0,4,28,59,,,E,E,0.0
f33d94a3-f5e9-4843-8672-9e7446890b39,2022-02-24,2023-02-24,3500.0,3477.39,0.99354,0.00646,1,1.0,1,0,0,0,0,0,0,MALE,IND,29,863.0,863.0,PERSONAL_STANDARD,20.0,20.0,0.0,290.6,364.756666666667,1,848,1,0.998266,0.001478,1.023205,-0.001,0.0283101902242174,-0.0353293004362308,1.23927384349735e-10,0.260543,0,0,56,0,0.0,181,0,0,0,0.857282,0.144968,0.947602,0.054648,0.0,17,0,1.1691,1.0576,1.0249,-3493.9334065934,-5.1755806451,-2669.32,-692.1,99.0855588785074,-123.652347151215,1,13,15.572596685,80.8606957976892,-828.0,1,22,0,90.0,90.0,B,D,0.0
f67c76f6-59dd-4ec3-a870-7c4aae1f7035,2022-11-02,2023-11-02,8000.0,7880.94,0.98512,0.01488,1,0.67017,1,0,0,0,0,0,0,MALE,AUT,39,2629.0,2629.0,PERSONAL_YOU,6.0,8.0,0.0,466.666666666667,3488.33333333333,0,874,1,0.955111,-0.021549,0.999097,-0.001407,0.0510604091609082,0.00659321112353996,-3.98387814107741e-09,0.203737,0,0,0,0,0.0,181,0,0,0,0.333234,0.61644,0.973563,-0.023889,0.0,43,0,2.8498,0.9754,1.046,-7640.8924175824,172.3934193549,-6362.88,-270.97,408.483834135018,52.7452913836762,1,57,227.3597790055,373.021002007715,-1600.0,23,76,0,,,C,G,0.0
f78196ce-5f09-48d8-8750-98c39378eb6e,2023-03-30,2024-03-29,5150.0,5060.32,0.98259,0.01741,1,1.0,1,0,0,0,0,0,0,MALE,GBR,28,1659.0,1659.0,PERSONAL_STANDARD,10.0,10.0,1662.85333333333,883.333333333333,1849.96,1,1129,1,0.864254,0.103758,0.982586,0.064307,0.0747137490789133,-0.0360428671046747,2.43122415839761e-08,0.346932,0,0,0,0,0.0,181,0,0,0,0.272473,0.62187,0.227699,0.666644,,9,0,3.2823,3.9277,1.1369,-4450.9112087912,-534.3530645161,-3273.62,-1021.46,384.775700950381,-185.620780374756,1,79,64.109116022,172.734463785355,-354.44,8,99,0,,,D,M,0.0
f8bac6df-64c4-408b-ae47-060557c64979,2022-07-30,2023-07-30,10000.0,2596.74,0.25967,0.74033,1,0.0253,1,0,0,0,0,0,0,MALE,DEU,38,604.0,604.0,BUSINESS_STANDARD,14.0,14.0,3069.27666666667,2615.81666666667,3475.55666666667,0,83,1,0.055652,0.104638,0.288646,0.288646,0.0921297320830984,0.115496022421749,2.78964826864457e-08,0.288646,3,2,0,2,0.0,36,47,0,0,0.023624,0.0521,,,,2,2,3.2053,,5.1866,453.9135164835,-2185.9718279569,3717.46,-1909.87,1640.42918874393,533.00247040607,1,62,199.8065745856,518.558868877521,-1515.49,8,91,11,,,F,O,0.0
